商品統計表,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
商品名稱,淨利,毛利,獲利因子,毛損,總交易成本,最大投入金額,總交易次數,獲利交易次數,勝率,虧損交易次數,平均交易,平均獲利交易,平均獲利虧損比,平均虧損交易,最大獲利交易,最大虧損交易,最大區間獲利,最大區間虧損,全部交易的平均持倉K線根數,獲利交易的平均持倉K線根數,回測K線根數,虧損交易的平均持倉K線根數,時間加權報酬,最大投入報酬率,買進持有報酬,大盤指數報酬
Agilent(A.US),26,96,1.37,-70,0,144.04,27,11,40.74%,16,1,9,2.00,-4,21,-15,60,-26,14.93,23.45,752,9.06,"21,608",26,"-13,206","165,565"
,0.03%,0.10%,,-0.07%,0.00%,,,,,,0.00%,0.01%,,-0.00%,0.02%,-0.01%,0.06%,-0.03%,,,,,21.61%,18.21%,-13.21%,165.57%
Apple(AAPL.US),18,130,1.16,-112,0,259.34,33,12,36.36%,21,1,11,2.04,-5,21,-21,66,-51,13.06,16.67,752,11.00,"4,992",18,"65,558","165,565"
,0.02%,0.13%,,-0.11%,0.00%,,,,,,0.00%,0.01%,,-0.01%,0.02%,-0.02%,0.07%,-0.05%,,,,,4.99%,7.05%,65.56%,165.57%
AbbVie(ABBV.US),-4,117,-0.97,-121,0,207.8,25,9,36.00%,16,-0,13,1.73,-8,33,-19,68,-64,15.04,21.56,752,11.38,"2,001",-4,"23,331","165,565"
,-0.00%,0.12%,,-0.12%,0.00%,,,,,,-0.00%,0.01%,,-0.01%,0.03%,-0.02%,0.07%,-0.06%,,,,,2.00%,-1.68%,23.33%,165.57%
Airbnb(ABNB.US),27,105,1.35,-77,0,132.78,28,12,42.86%,16,1,9,1.80,-5,19,-10,53,-41,14.11,21.17,752,8.81,"28,672",27,"24,799","165,565"
,0.03%,0.10%,,-0.08%,0.00%,,,,,,0.00%,0.01%,,-0.00%,0.02%,-0.01%,0.05%,-0.04%,,,,,28.67%,20.51%,24.80%,165.57%
Abbott(ABT.US),-10,50,-0.83,-60,0,132.23,34,11,32.35%,23,-0,5,1.74,-3,15,-7,30,-33,12.50,20.82,752,8.52,"-7,938",-10,"-17,942","165,565"
,-0.01%,0.05%,,-0.06%,0.00%,,,,,,-0.00%,0.00%,,-0.00%,0.02%,-0.01%,0.03%,-0.03%,,,,,-7.94%,-7.71%,-17.94%,165.57%
Arch Capital Group(ACGL.US),8,45,1.22,-37,0,93.12,31,12,38.71%,19,0,4,1.93,-2,12,-5,23,-26,12.45,20.08,752,7.63,"14,252",8,"41,382","165,565"
,0.01%,0.05%,,-0.04%,0.00%,,,,,,0.00%,0.00%,,-0.00%,0.01%,-0.01%,0.02%,-0.03%,,,,,14.25%,8.77%,41.38%,165.57%
Accenture(ACN.US),-27,182,-0.87,-210,0,337.79,31,11,35.48%,20,-1,17,1.58,-10,32,-30,66,-93,14.35,21.09,752,10.65,"-14,538",-27,"-31,073","165,565"
,-0.03%,0.18%,,-0.21%,0.00%,,,,,,-0.00%,0.02%,,-0.01%,0.03%,-0.03%,0.07%,-0.09%,,,,,-14.54%,-8.06%,-31.07%,165.57%
Adobe(ADBE.US),113,392,1.41,-279,0,423.46,24,11,45.83%,13,5,36,1.66,-21,126,-80,231,-148,17.13,19.27,752,15.31,"21,708",113,"-32,037","165,565"
,0.11%,0.39%,,-0.28%,0.00%,,,,,,0.00%,0.04%,,-0.02%,0.13%,-0.08%,0.23%,-0.15%,,,,,21.71%,26.76%,-32.04%,165.57%
Analog Devices(ADI.US),129,237,2.19,-109,0,251.65,33,12,36.36%,21,4,20,3.83,-5,62,-13,160,-41,11.39,17.83,752,7.71,"58,397",129,"104,690","165,565"
,0.13%,0.24%,,-0.11%,0.00%,,,,,,0.00%,0.02%,,-0.01%,0.06%,-0.01%,0.16%,-0.04%,,,,,58.40%,51.18%,104.69%,165.57%
Archer-Daniels-Midland(ADM.US),2,41,1.04,-39,0,76.24,27,9,33.33%,18,0,5,2.08,-2,14,-7,19,-19,15.04,25.67,752,9.72,"1,183",2,"-14,082","165,565"
,0.00%,0.04%,,-0.04%,0.00%,,,,,,0.00%,0.00%,,-0.00%,0.01%,-0.01%,0.02%,-0.02%,,,,,1.18%,2.16%,-14.08%,165.57%
Automatic Data Processing(ADP.US),-102,93,-0.48,-195,0,341.62,35,8,22.86%,27,-3,12,1.61,-7,27,-30,53,-143,11.91,19.63,752,9.63,"-31,492",-102,"-6,573","165,565"
,-0.10%,0.09%,,-0.19%,0.00%,,,,,,-0.00%,0.01%,,-0.01%,0.03%,-0.03%,0.05%,-0.14%,,,,,-31.49%,-29.85%,-6.57%,165.57%
Autodesk(ADSK.US),29,166,1.21,-137,0,300.2,30,12,40.00%,18,1,14,1.82,-8,35,-21,79,-51,13.80,16.58,752,11.94,"11,817",29,"27,739","165,565"
,0.03%,0.17%,,-0.14%,0.00%,,,,,,0.00%,0.01%,,-0.01%,0.03%,-0.02%,0.08%,-0.05%,,,,,11.82%,9.65%,27.74%,165.57%
Ameren Corporation(AEE.US),-7,30,-0.80,-37,0,117.59,31,8,25.81%,23,-0,4,2.31,-2,8,-3,26,-21,12.16,26.00,752,7.35,"-8,556",-7,"21,257","165,565"
,-0.01%,0.03%,,-0.04%,0.00%,,,,,,-0.00%,0.00%,,-0.00%,0.01%,-0.00%,0.03%,-0.02%,,,,,-8.56%,-6.18%,21.26%,165.57%
American Electric Power(AEP.US),20,50,1.64,-31,0,117.24,24,10,41.67%,14,1,5,2.29,-2,15,-5,33,-18,14.13,22.30,752,8.29,"19,246",20,"40,485","165,565"
,0.02%,0.05%,,-0.03%,0.00%,,,,,,0.00%,0.01%,,-0.00%,0.02%,-0.00%,0.03%,-0.02%,,,,,19.25%,16.73%,40.48%,165.57%
The AES Corporation(AES.US),6,20,1.40,-15,0,20,22,11,50.00%,11,0,2,1.40,-1,5,-5,9,-7,18.95,23.82,752,14.09,"54,982",6,"-39,741","165,565"
,0.01%,0.02%,,-0.01%,0.00%,,,,,,0.00%,0.00%,,-0.00%,0.01%,-0.00%,0.01%,-0.01%,,,,,54.98%,29.30%,-39.74%,165.57%
Aflac(AFL.US),12,42,1.40,-30,0,106.25,35,10,28.57%,25,0,4,3.50,-1,19,-3,29,-20,11.40,21.10,752,7.52,"13,688",12,"74,101","165,565"
,0.01%,0.04%,,-0.03%,0.00%,,,,,,0.00%,0.00%,,-0.00%,0.02%,-0.00%,0.03%,-0.02%,,,,,13.69%,11.40%,74.10%,165.57%
AIG(AIG.US),-10,28,-0.73,-38,0,100.91,31,12,38.71%,19,-0,2,1.16,-2,7,-7,19,-33,14.10,19.58,752,10.63,"-12,254",-10,"48,005","165,565"
,-0.01%,0.03%,,-0.04%,0.00%,,,,,,-0.00%,0.00%,,-0.00%,0.01%,-0.01%,0.02%,-0.03%,,,,,-12.25%,-10.23%,48.00%,165.57%
Assurant(AIZ.US),51,124,1.70,-73,0,196.04,33,14,42.42%,19,2,9,2.30,-4,28,-13,81,-37,11.70,17.86,752,7.16,"29,284",51,"95,352","165,565"
,0.05%,0.12%,,-0.07%,0.00%,,,,,,0.00%,0.01%,,-0.00%,0.03%,-0.01%,0.08%,-0.04%,,,,,29.28%,26.00%,95.35%,165.57%
Arthur J. Gallagher(AJG.US),43,107,1.66,-64,0,277.94,27,12,44.44%,15,2,9,2.08,-4,43,-12,83,-58,15.48,23.58,752,9.00,"18,894",43,"6,191","165,565"
,0.04%,0.11%,,-0.06%,0.00%,,,,,,0.00%,0.01%,,-0.00%,0.04%,-0.01%,0.08%,-0.06%,,,,,18.89%,15.33%,6.19%,165.57%
Akamai(AKAM.US),-5,53,-0.92,-57,0,117.47,30,13,43.33%,17,-0,4,1.20,-3,9,-11,22,-35,12.93,18.77,752,8.47,"-6,566",-5,"20,022","165,565"
,-0.00%,0.05%,,-0.06%,0.00%,,,,,,-0.00%,0.00%,,-0.00%,0.01%,-0.01%,0.02%,-0.03%,,,,,-6.57%,-3.97%,20.02%,165.57%
Albemarle(ALB.US),-39,109,-0.74,-148,0,232.6,31,13,41.94%,18,-1,8,1.02,-8,20,-44,54,-94,13.97,17.62,752,11.33,"-30,650",-39,"8,770","165,565"
,-0.04%,0.11%,,-0.15%,0.00%,,,,,,-0.00%,0.01%,,-0.01%,0.02%,-0.04%,0.05%,-0.09%,,,,,-30.65%,-16.57%,8.77%,165.57%
Align Technology(ALGN.US),-184,191,-0.51,-375,0,379.32,25,10,40.00%,15,-7,19,0.76,-25,61,-91,89,-280,17.76,20.10,752,16.20,"-52,027",-184,"-44,796","165,565"
,-0.18%,0.19%,,-0.38%,0.00%,,,,,,-0.01%,0.02%,,-0.03%,0.06%,-0.09%,0.09%,-0.28%,,,,,-52.03%,-48.57%,-44.80%,165.57%
Allstate(ALL.US),30,106,1.39,-76,0,203.43,31,13,41.94%,18,1,8,1.92,-4,14,-18,49,-34,13.52,22.31,752,7.17,"15,524",30,"84,860","165,565"
,0.03%,0.11%,,-0.08%,0.00%,,,,,,0.00%,0.01%,,-0.00%,0.01%,-0.02%,0.05%,-0.03%,,,,,15.52%,14.64%,84.86%,165.57%
Allegion plc(ALLE.US),-34,44,-0.56,-78,0,195.09,30,10,33.33%,20,-1,4,1.12,-4,13,-16,26,-61,12.57,18.70,752,9.50,"-21,038",-34,"40,205","165,565"
,-0.03%,0.04%,,-0.08%,0.00%,,,,,,-0.00%,0.00%,,-0.00%,0.01%,-0.02%,0.03%,-0.06%,,,,,-21.04%,-17.49%,40.21%,165.57%
Applied Materials(AMAT.US),119,271,1.78,-152,0,283.64,30,14,46.67%,16,4,19,2.04,-10,52,-27,169,-84,13.73,21.43,752,7.00,"86,540",119,"255,520","165,565"
,0.12%,0.27%,,-0.15%,0.00%,,,,,,0.00%,0.02%,,-0.01%,0.05%,-0.03%,0.17%,-0.08%,,,,,86.54%,41.90%,255.52%,165.57%
Amcor(AMCR.US),-5,21,-0.80,-26,0,59.22,29,9,31.03%,20,-0,2,1.78,-1,5,-5,10,-13,13.34,21.33,752,9.75,"-10,559",-5,"-27,441","165,565"
,-0.01%,0.02%,,-0.03%,0.00%,,,,,,-0.00%,0.00%,,-0.00%,0.01%,-0.01%,0.01%,-0.01%,,,,,-10.56%,-8.80%,-27.44%,165.57%
AMD(AMD.US),212,320,2.97,-108,0,156.66,30,14,46.67%,16,7,23,3.39,-7,101,-14,213,-57,13.77,20.21,752,8.13,"194,556",212,"244,410","165,565"
,0.21%,0.32%,,-0.11%,0.00%,,,,,,0.01%,0.02%,,-0.01%,0.10%,-0.01%,0.21%,-0.06%,,,,,194.56%,135.39%,244.41%,165.57%
AMETEK(AME.US),52,86,2.51,-35,0,177.84,26,9,34.62%,17,2,10,4.74,-2,25,-6,58,-41,14.38,24.56,752,9.00,"33,922",52,"67,583","165,565"
,0.05%,0.09%,,-0.03%,0.00%,,,,,,0.00%,0.01%,,-0.00%,0.03%,-0.01%,0.06%,-0.04%,,,,,33.92%,29.24%,67.58%,165.57%
Amgen Inc.(AMGN.US),147,272,2.17,-125,0,260.4,31,15,48.39%,16,5,18,2.32,-8,49,-14,165,-49,12.97,19.33,752,7.00,"63,687",147,"42,237","165,565"
,0.15%,0.27%,,-0.13%,0.00%,,,,,,0.00%,0.02%,,-0.01%,0.05%,-0.01%,0.16%,-0.05%,,,,,63.69%,56.39%,42.24%,165.57%
Ameriprise Financial(AMP.US),-53,261,-0.83,-314,0,575.95,30,12,40.00%,18,-2,22,1.25,-17,54,-75,131,-197,14.83,21.50,752,10.39,"-7,115",-53,"49,369","165,565"
,-0.05%,0.26%,,-0.31%,0.00%,,,,,,-0.00%,0.02%,,-0.02%,0.05%,-0.07%,0.13%,-0.20%,,,,,-7.11%,-9.21%,49.37%,165.57%
American Tower(AMT.US),18,125,1.17,-106,0,210.07,26,10,38.46%,16,1,12,1.87,-7,47,-15,116,-75,14.19,21.20,752,9.81,"12,326",18,"-13,696","165,565"
,0.02%,0.12%,,-0.11%,0.00%,,,,,,0.00%,0.01%,,-0.01%,0.05%,-0.02%,0.12%,-0.08%,,,,,12.33%,8.65%,-13.70%,165.57%
Amazon(AMZN.US),56,172,1.49,-115,0,219.25,38,14,36.84%,24,1,12,2.55,-5,45,-17,73,-56,11.50,19.14,752,7.04,"35,944",56,"137,202","165,565"
,0.06%,0.17%,,-0.12%,0.00%,,,,,,0.00%,0.01%,,-0.00%,0.04%,-0.02%,0.07%,-0.06%,,,,,35.94%,25.75%,137.20%,165.57%
Arista Networks(ANET.US),37,141,1.36,-104,0,139.98,34,14,41.18%,20,1,10,1.94,-5,39,-16,64,-54,12.74,19.50,752,8.00,"58,902",37,"356,098","165,565"
,0.04%,0.14%,,-0.10%,0.00%,,,,,,0.00%,0.01%,,-0.01%,0.04%,-0.02%,0.06%,-0.05%,,,,,58.90%,26.55%,356.10%,165.57%
Aon(AON.US),-55,99,-0.64,-153,0,421.06,29,8,27.59%,21,-2,12,1.69,-7,40,-21,73,-83,13.34,24.88,752,8.95,"-15,557",-55,"-2,144","165,565"
,-0.05%,0.10%,,-0.15%,0.00%,,,,,,-0.00%,0.01%,,-0.01%,0.04%,-0.02%,0.07%,-0.08%,,,,,-15.56%,-12.94%,-2.14%,165.57%
A. O. Smith(AOS.US),13,46,1.38,-33,0,70.03,31,11,35.48%,20,0,4,2.51,-2,9,-7,24,-21,13.77,20.91,752,9.85,"16,602",13,"-5,991","165,565"
,0.01%,0.05%,,-0.03%,0.00%,,,,,,0.00%,0.00%,,-0.00%,0.01%,-0.01%,0.02%,-0.02%,,,,,16.60%,18.09%,-5.99%,165.57%
APA(APA.US),-8,20,-0.71,-28,0,35.3,27,6,22.22%,21,-0,3,2.49,-1,10,-3,13,-21,14.00,26.33,752,10.48,"-28,537",-8,"2,823","165,565"
,-0.01%,0.02%,,-0.03%,0.00%,,,,,,-0.00%,0.00%,,-0.00%,0.01%,-0.00%,0.01%,-0.02%,,,,,-28.54%,-22.49%,2.82%,165.57%
Air Products and Chemicals(APD.US),-19,151,-0.89,-170,0,303.32,27,14,51.85%,13,-1,11,0.82,-13,29,-52,92,-91,15.33,19.50,752,10.85,"-6,570",-19,"1,874","165,565"
,-0.02%,0.15%,,-0.17%,0.00%,,,,,,-0.00%,0.01%,,-0.01%,0.03%,-0.05%,0.09%,-0.09%,,,,,-6.57%,-6.26%,1.87%,165.57%
Amphenol(APH.US),38,76,1.98,-38,0,110.75,33,13,39.39%,20,1,6,3.04,-2,18,-9,58,-48,12.30,20.23,752,7.15,"71,992",38,"286,107","165,565"
,0.04%,0.08%,,-0.04%,0.00%,,,,,,0.00%,0.01%,,-0.00%,0.02%,-0.01%,0.06%,-0.05%,,,,,71.99%,33.99%,286.11%,165.57%
Apollo Global Management(APO.US),-11,100,-0.90,-111,0,167,28,9,32.14%,19,-0,11,1.89,-6,31,-32,34,-60,14.54,24.33,752,9.89,"2,111",-11,"103,244","165,565"
,-0.01%,0.10%,,-0.11%,0.00%,,,,,,-0.00%,0.01%,,-0.01%,0.03%,-0.03%,0.03%,-0.06%,,,,,2.11%,-6.83%,103.24%,165.57%
Applovin(APP.US),576,764,4.07,-188,0,190.09,28,19,67.86%,9,21,40,1.93,-21,220,-45,622,-218,15.82,19.16,752,8.78,"1,122,459",576,"2,826,255","165,565"
,0.58%,0.76%,,-0.19%,0.00%,,,,,,0.02%,0.04%,,-0.02%,0.22%,-0.05%,0.62%,-0.22%,,,,,1122.46%,303.16%,2826.26%,165.57%
Aptiv(APTV.US),-4,47,-0.92,-51,0,106.69,25,8,32.00%,17,-0,6,1.96,-3,16,-9,42,-25,13.96,23.50,752,9.47,"4,308",-4,"-42,509","165,565"
,-0.00%,0.05%,,-0.05%,0.00%,,,,,,-0.00%,0.01%,,-0.00%,0.02%,-0.01%,0.04%,-0.03%,,,,,4.31%,-3.81%,-42.51%,165.57%
Alexandria Real Estate Equity(ARE.US),16,69,1.31,-52,0,117.23,19,10,52.63%,9,1,7,1.18,-6,33,-12,50,-42,20.63,29.00,752,11.33,"20,521",16,"-62,542","165,565"
,0.02%,0.07%,,-0.05%,0.00%,,,,,,0.00%,0.01%,,-0.01%,0.03%,-0.01%,0.05%,-0.04%,,,,,20.52%,13.91%,-62.54%,165.57%
Ares Management(ARES.US),12,117,1.12,-105,0,175.19,31,14,45.16%,17,0,8,1.35,-6,28,-28,46,-51,13.06,18.21,752,8.82,"14,672",12,"39,410","165,565"
,0.01%,0.12%,,-0.11%,0.00%,,,,,,0.00%,0.01%,,-0.01%,0.03%,-0.03%,0.05%,-0.05%,,,,,14.67%,6.91%,39.41%,165.57%
Atmos Energy(ATO.US),10,55,1.24,-44,0,174.49,31,13,41.94%,18,0,4,1.71,-2,15,-8,28,-15,13.00,18.77,752,8.83,"6,037",10,"57,986","165,565"
,0.01%,0.05%,,-0.04%,0.00%,,,,,,0.00%,0.00%,,-0.00%,0.02%,-0.01%,0.03%,-0.01%,,,,,6.04%,5.99%,57.99%,165.57%
Avalonbay Communities(AVB.US),-1,75,-0.98,-76,0,198.67,30,11,36.67%,19,-0,7,1.70,-4,20,-9,53,-51,13.53,20.91,752,9.26,734,-1,"-1,262","165,565"
,-0.00%,0.07%,,-0.08%,0.00%,,,,,,-0.00%,0.01%,,-0.00%,0.02%,-0.01%,0.05%,-0.05%,,,,,0.73%,-0.65%,-1.26%,165.57%
Broadcom(AVGO.US),122,300,1.69,-178,0,300.09,32,13,40.63%,19,4,23,2.46,-9,97,-19,155,-128,13.03,20.08,752,8.21,"129,242",122,"567,019","165,565"
,0.12%,0.30%,,-0.18%,0.00%,,,,,,0.00%,0.02%,,-0.01%,0.10%,-0.02%,0.16%,-0.13%,,,,,129.24%,40.61%,567.02%,165.57%
Avery Dennison(AVY.US),-35,73,-0.68,-108,0,233.02,30,8,26.67%,22,-1,9,1.86,-5,14,-19,31,-64,13.47,21.00,752,10.73,"-16,218",-35,"-6,456","165,565"
,-0.03%,0.07%,,-0.11%,0.00%,,,,,,-0.00%,0.01%,,-0.00%,0.01%,-0.02%,0.03%,-0.06%,,,,,-16.22%,-15.00%,-6.46%,165.57%
American Water Works(AWK.US),-23,47,-0.67,-70,0,162.29,25,6,24.00%,19,-1,8,2.13,-4,15,-18,32,-35,15.12,23.00,752,12.63,"-14,573",-23,"-13,182","165,565"
,-0.02%,0.05%,,-0.07%,0.00%,,,,,,-0.00%,0.01%,,-0.00%,0.02%,-0.02%,0.03%,-0.03%,,,,,-14.57%,-14.05%,-13.18%,165.57%
Axon Enterprise(AXON.US),211,594,1.55,-383,0,498.97,22,12,54.55%,10,10,49,1.29,-38,196,-132,454,-327,17.82,21.83,752,13.00,"53,964",211,"79,449","165,565"
,0.21%,0.59%,,-0.38%,0.00%,,,,,,0.01%,0.05%,,-0.04%,0.20%,-0.13%,0.45%,-0.33%,,,,,53.96%,42.27%,79.45%,165.57%
American Express(AXP.US),123,211,2.40,-88,0,268.53,27,18,66.67%,9,5,12,1.20,-10,30,-31,137,-58,15.33,19.39,752,7.22,"59,705",123,"102,704","165,565"
,0.12%,0.21%,,-0.09%,0.00%,,,,,,0.00%,0.01%,,-0.01%,0.03%,-0.03%,0.14%,-0.06%,,,,,59.71%,45.97%,102.70%,165.57%
AutoZone(AZO.US),450,"1,889",1.31,"-1,439",0,"4,013.01",29,12,41.38%,17,16,157,1.86,-85,461,-260,"1,119",-534,14.97,21.17,752,10.59,"11,103",450,"34,139","165,565"
,0.45%,1.89%,,-1.44%,0.00%,,,,,,0.02%,0.16%,,-0.08%,0.46%,-0.26%,1.12%,-0.53%,,,,,11.10%,11.22%,34.14%,165.57%
Boeing(BA.US),130,258,2.02,-128,0,228.05,25,7,28.00%,18,5,37,5.19,-7,70,-19,136,-83,15.08,28.00,752,10.06,"80,452",130,"12,891","165,565"
,0.13%,0.26%,,-0.13%,0.00%,,,,,,0.01%,0.04%,,-0.01%,0.07%,-0.02%,0.14%,-0.08%,,,,,80.45%,57.06%,12.89%,165.57%
Bank of America(BAC.US),15,30,1.97,-15,0,43.21,29,15,51.72%,14,1,2,1.84,-1,5,-3,16,-7,14.07,20.67,752,7.00,"43,664",15,"78,315","165,565"
,0.01%,0.03%,,-0.02%,0.00%,,,,,,0.00%,0.00%,,-0.00%,0.00%,-0.00%,0.02%,-0.01%,,,,,43.66%,33.83%,78.31%,165.57%
Ball(BALL.US),6,44,1.15,-38,0,62.77,29,10,34.48%,19,0,4,2.19,-2,12,-11,25,-25,14.72,22.80,752,10.47,"8,760",6,"19,394","165,565"
,0.01%,0.04%,,-0.04%,0.00%,,,,,,0.00%,0.00%,,-0.00%,0.01%,-0.01%,0.03%,-0.02%,,,,,8.76%,9.21%,19.39%,165.57%
Baxter(BAX.US),-14,19,-0.58,-32,0,42.34,28,10,35.71%,18,-0,2,1.04,-2,4,-5,8,-23,15.21,27.40,752,8.44,"-41,327",-14,"-59,758","165,565"
,-0.01%,0.02%,,-0.03%,0.00%,,,,,,-0.00%,0.00%,,-0.00%,0.00%,-0.01%,0.01%,-0.02%,,,,,-41.33%,-32.00%,-59.76%,165.57%
Best Buy(BBY.US),-28,61,-0.69,-89,0,90.8,36,8,22.22%,28,-1,8,2.40,-3,12,-9,26,-46,11.50,23.75,752,8.00,"-34,483",-28,"-12,360","165,565"
,-0.03%,0.06%,,-0.09%,0.00%,,,,,,-0.00%,0.01%,,-0.00%,0.01%,-0.01%,0.03%,-0.05%,,,,,-34.48%,-30.81%,-12.36%,165.57%
BD(BDX.US),-74,55,-0.43,-130,0,307.07,26,10,38.46%,16,-3,6,0.68,-8,22,-28,29,-102,16.38,23.20,752,12.13,"-26,788",-74,"-40,628","165,565"
,-0.07%,0.06%,,-0.13%,0.00%,,,,,,-0.00%,0.01%,,-0.01%,0.02%,-0.03%,0.03%,-0.10%,,,,,-26.79%,-24.22%,-40.63%,165.57%
Franklin Resources(BEN.US),0,18,1.01,-17,0,30.16,29,9,31.03%,20,0,2,2.24,-1,5,-5,8,-13,14.24,21.11,752,11.15,115,0,"2,384","165,565"
,0.00%,0.02%,,-0.02%,0.00%,,,,,,0.00%,0.00%,,-0.00%,0.01%,-0.01%,0.01%,-0.01%,,,,,0.11%,0.43%,2.38%,165.57%
Brown-Forman - Class B(BF.B.US),-2,18,-0.91,-20,0,66.09,26,12,46.15%,14,-0,1,1.06,-1,4,-4,13,-21,15.54,22.75,752,9.36,"6,936",-2,"-55,616","165,565"
,-0.00%,0.02%,,-0.02%,0.00%,,,,,,-0.00%,0.00%,,-0.00%,0.00%,-0.00%,0.01%,-0.02%,,,,,6.94%,-2.65%,-55.62%,165.57%
Bunge(BG.US),27,69,1.65,-42,0,93.75,28,12,42.86%,16,1,6,2.20,-3,19,-6,47,-20,14.36,22.92,752,7.94,"34,313",27,"32,125","165,565"
,0.03%,0.07%,,-0.04%,0.00%,,,,,,0.00%,0.01%,,-0.00%,0.02%,-0.01%,0.05%,-0.02%,,,,,34.31%,28.96%,32.13%,165.57%
Biogen(BIIB.US),-151,72,-0.32,-223,0,340.25,35,9,25.71%,26,-4,8,0.94,-9,20,-39,52,-186,11.94,16.89,752,10.23,"-56,380",-151,"-35,348","165,565"
,-0.15%,0.07%,,-0.22%,0.00%,,,,,,-0.00%,0.01%,,-0.01%,0.02%,-0.04%,0.05%,-0.19%,,,,,-56.38%,-44.24%,-35.35%,165.57%
Bank of New York Mellon(BK.US),35,63,2.26,-28,0,101.18,33,14,42.42%,19,1,5,3.07,-1,18,-6,45,-16,12.67,20.71,752,6.74,"41,505",35,"208,468","165,565"
,0.04%,0.06%,,-0.03%,0.00%,,,,,,0.00%,0.00%,,-0.00%,0.02%,-0.01%,0.04%,-0.02%,,,,,41.51%,34.92%,208.47%,165.57%
Booking Holdings(BKNG.US),27,106,1.34,-79,0,196.68,32,14,43.75%,18,1,8,1.73,-4,27,-12,61,-37,12.22,16.00,752,9.28,"15,663",27,"66,250","165,565"
,0.03%,0.11%,,-0.08%,0.00%,,,,,,0.00%,0.01%,,-0.00%,0.03%,-0.01%,0.06%,-0.04%,,,,,15.66%,13.80%,66.25%,165.57%
Baker Hughes(BKR.US),26,46,2.26,-20,0,35.88,31,13,41.94%,18,1,4,3.13,-1,19,-2,32,-8,13.13,22.00,752,6.72,"78,377",26,"111,284","165,565"
,0.03%,0.05%,,-0.02%,0.00%,,,,,,0.00%,0.00%,,-0.00%,0.02%,-0.00%,0.03%,-0.01%,,,,,78.38%,71.21%,111.28%,165.57%
Builders FirstSource(BLDR.US),-58,128,-0.69,-186,0,203.44,35,11,31.43%,24,-2,12,1.50,-8,53,-28,62,-122,10.66,19.27,752,6.71,"-30,020",-58,"-3,380","165,565"
,-0.06%,0.13%,,-0.19%,0.00%,,,,,,-0.00%,0.01%,,-0.01%,0.05%,-0.03%,0.06%,-0.12%,,,,,-30.02%,-28.62%,-3.38%,165.57%
BlackRock(BLK.US),149,513,1.41,-365,0,"1,058.38",31,15,48.39%,16,5,34,1.50,-23,129,-69,296,-276,12.26,17.60,752,7.25,"26,616",149,"55,723","165,565"
,0.15%,0.51%,,-0.36%,0.00%,,,,,,0.00%,0.03%,,-0.02%,0.13%,-0.07%,0.30%,-0.28%,,,,,26.62%,14.03%,55.72%,165.57%
Bristol-Myers Squibb(BMY.US),-28,23,-0.46,-51,0,84.93,31,11,35.48%,20,-1,2,0.83,-3,6,-16,12,-33,13.81,20.27,752,10.25,"-38,819",-28,"-16,406","165,565"
,-0.03%,0.02%,,-0.05%,0.00%,,,,,,-0.00%,0.00%,,-0.00%,0.01%,-0.02%,0.01%,-0.03%,,,,,-38.82%,-32.39%,-16.41%,165.57%
Broadridge Financial Solutions(BR.US),-52,80,-0.61,-133,0,240.61,30,13,43.33%,17,-2,6,0.79,-8,19,-52,40,-102,14.57,20.62,752,9.94,"-20,683",-52,"11,447","165,565"
,-0.05%,0.08%,,-0.13%,0.00%,,,,,,-0.00%,0.01%,,-0.01%,0.02%,-0.05%,0.04%,-0.10%,,,,,-20.68%,-21.77%,11.45%,165.57%
Berkshire Hathaway - Class B(BRK.B.US),97,202,1.93,-105,0,389.75,31,13,41.94%,18,3,16,2.67,-6,41,-26,159,-60,12.71,19.46,752,7.83,"27,789",97,"43,452","165,565"
,0.10%,0.20%,,-0.10%,0.00%,,,,,,0.00%,0.02%,,-0.01%,0.04%,-0.03%,0.16%,-0.06%,,,,,27.79%,24.96%,43.45%,165.57%
Brown & Brown(BRO.US),-6,47,-0.89,-52,0,92.49,25,7,28.00%,18,-0,7,2.29,-3,16,-15,38,-48,17.56,27.43,752,13.72,"-5,917",-6,"10,482","165,565"
,-0.01%,0.05%,,-0.05%,0.00%,,,,,,-0.00%,0.01%,,-0.00%,0.02%,-0.02%,0.04%,-0.05%,,,,,-5.92%,-6.18%,10.48%,165.57%
Boston Scientific(BSX.US),-19,33,-0.63,-53,0,94.62,29,9,31.03%,20,-1,4,1.41,-3,13,-14,32,-44,14.00,19.56,752,11.50,"-24,118",-19,"26,699","165,565"
,-0.02%,0.03%,,-0.05%,0.00%,,,,,,-0.00%,0.00%,,-0.00%,0.01%,-0.01%,0.03%,-0.04%,,,,,-24.12%,-20.47%,26.70%,165.57%
Blackstone(BX.US),67,138,1.94,-71,0,132.48,26,12,46.15%,14,3,11,2.26,-5,29,-14,71,-46,13.54,20.42,752,7.64,"66,151",67,"45,031","165,565"
,0.07%,0.14%,,-0.07%,0.00%,,,,,,0.00%,0.01%,,-0.01%,0.03%,-0.01%,0.07%,-0.05%,,,,,66.15%,50.26%,45.03%,165.57%
BXP(BXP.US),-23,47,-0.67,-70,0,90.98,34,10,29.41%,24,-1,5,1.60,-3,10,-12,18,-43,12.00,19.10,752,9.04,"-29,054",-23,"11,795","165,565"
